# lap_count, lap_success, laptime, completion, delay time, NA, aveTrackErr, Computation_time
1.000000  ,1.000000  ,32.380000 ,100.000000,0.000000  ,0.000000  ,0.029556  ,14.259624 
2.000000  ,1.000000  ,31.540000 ,100.000000,0.000000  ,0.000000  ,0.030747  ,14.025356 
3.000000  ,1.000000  ,31.540000 ,100.000000,0.000000  ,0.000000  ,0.030348  ,14.107967 
4.000000  ,1.000000  ,31.560000 ,100.000000,0.000000  ,0.000000  ,0.030882  ,14.079892 
5.000000  ,1.000000  ,31.540000 ,100.000000,0.000000  ,0.000000  ,0.031331  ,14.112435 
6.000000  ,1.000000  ,31.540000 ,100.000000,0.000000  ,0.000000  ,0.030737  ,14.078236 
7.000000  ,1.000000  ,31.560000 ,100.000000,0.000000  ,0.000000  ,0.030621  ,14.053745 
8.000000  ,1.000000  ,31.540000 ,100.000000,0.000000  ,0.000000  ,0.031681  ,14.148031 
9.000000  ,1.000000  ,31.520000 ,100.000000,0.000000  ,0.000000  ,0.032006  ,14.123395 
10.000000 ,1.000000  ,31.540000 ,100.000000,0.000000  ,0.000000  ,0.031312  ,14.059908 
11.000000 ,1.000000  ,31.580000 ,100.000000,10.000000 ,0.000000  ,0.030245  ,14.122863 
12.000000 ,1.000000  ,31.540000 ,100.000000,10.000000 ,0.000000  ,0.030716  ,14.055969 
13.000000 ,1.000000  ,31.600000 ,100.000000,10.000000 ,0.000000  ,0.030328  ,14.074467 
14.000000 ,1.000000  ,31.580000 ,100.000000,10.000000 ,0.000000  ,0.029471  ,14.067329 
15.000000 ,1.000000  ,31.580000 ,100.000000,10.000000 ,0.000000  ,0.029302  ,14.010196 
16.000000 ,1.000000  ,31.580000 ,100.000000,10.000000 ,0.000000  ,0.029606  ,14.017703 
17.000000 ,1.000000  ,31.600000 ,100.000000,10.000000 ,0.000000  ,0.029837  ,14.023812 
18.000000 ,1.000000  ,31.560000 ,100.000000,10.000000 ,0.000000  ,0.030309  ,14.034502 
19.000000 ,1.000000  ,31.580000 ,100.000000,10.000000 ,0.000000  ,0.030365  ,14.113532 
20.000000 ,1.000000  ,31.560000 ,100.000000,10.000000 ,0.000000  ,0.031207  ,14.075416 
21.000000 ,1.000000  ,31.600000 ,100.000000,20.000000 ,0.000000  ,0.029210  ,14.175035 
22.000000 ,1.000000  ,31.600000 ,100.000000,20.000000 ,0.000000  ,0.027722  ,14.199285 
23.000000 ,1.000000  ,31.620000 ,100.000000,20.000000 ,0.000000  ,0.029387  ,14.115039 
24.000000 ,1.000000  ,31.660000 ,100.000000,20.000000 ,0.000000  ,0.028276  ,14.577921 
25.000000 ,1.000000  ,31.640000 ,100.000000,20.000000 ,0.000000  ,0.028637  ,14.171382 
26.000000 ,1.000000  ,31.640000 ,100.000000,20.000000 ,0.000000  ,0.028556  ,14.195505 
27.000000 ,1.000000  ,31.620000 ,100.000000,20.000000 ,0.000000  ,0.028909  ,14.158561 
28.000000 ,1.000000  ,31.580000 ,100.000000,20.000000 ,0.000000  ,0.028558  ,14.130050 
29.000000 ,1.000000  ,31.580000 ,100.000000,20.000000 ,0.000000  ,0.028798  ,14.147125 
30.000000 ,1.000000  ,31.620000 ,100.000000,20.000000 ,0.000000  ,0.028374  ,14.207678 
31.000000 ,1.000000  ,31.780000 ,100.000000,30.000000 ,0.000000  ,0.028112  ,14.131848 
32.000000 ,1.000000  ,31.640000 ,100.000000,30.000000 ,0.000000  ,0.027008  ,14.064138 
33.000000 ,1.000000  ,31.740000 ,100.000000,30.000000 ,0.000000  ,0.026657  ,14.076149 
34.000000 ,1.000000  ,31.680000 ,100.000000,30.000000 ,0.000000  ,0.026448  ,14.163113 
35.000000 ,1.000000  ,31.640000 ,100.000000,30.000000 ,0.000000  ,0.028431  ,14.100489 
36.000000 ,1.000000  ,31.660000 ,100.000000,30.000000 ,0.000000  ,0.026823  ,14.195227 
37.000000 ,1.000000  ,31.660000 ,100.000000,30.000000 ,0.000000  ,0.027410  ,14.087454 
38.000000 ,1.000000  ,31.860000 ,100.000000,30.000000 ,0.000000  ,0.029624  ,14.254969 
39.000000 ,1.000000  ,31.940000 ,100.000000,30.000000 ,0.000000  ,0.030525  ,14.217083 
40.000000 ,1.000000  ,31.660000 ,100.000000,30.000000 ,0.000000  ,0.028578  ,14.232319 
41.000000 ,1.000000  ,31.980000 ,100.000000,40.000000 ,0.000000  ,0.030632  ,14.317178 
42.000000 ,1.000000  ,31.840000 ,100.000000,40.000000 ,0.000000  ,0.028217  ,14.150696 
43.000000 ,1.000000  ,31.920000 ,100.000000,40.000000 ,0.000000  ,0.027170  ,14.210881 
44.000000 ,1.000000  ,31.800000 ,100.000000,40.000000 ,0.000000  ,0.027988  ,14.119009 
45.000000 ,1.000000  ,31.820000 ,100.000000,40.000000 ,0.000000  ,0.027111  ,14.197605 
46.000000 ,1.000000  ,31.760000 ,100.000000,40.000000 ,0.000000  ,0.026420  ,14.207247 
47.000000 ,1.000000  ,31.820000 ,100.000000,40.000000 ,0.000000  ,0.027929  ,14.209478 
48.000000 ,1.000000  ,31.940000 ,100.000000,40.000000 ,0.000000  ,0.029599  ,14.266817 
49.000000 ,1.000000  ,31.920000 ,100.000000,40.000000 ,0.000000  ,0.028702  ,14.152815 
50.000000 ,1.000000  ,31.940000 ,100.000000,40.000000 ,0.000000  ,0.029905  ,14.186848 
51.000000 ,1.000000  ,32.080000 ,100.000000,50.000000 ,0.000000  ,0.029534  ,14.166769 
52.000000 ,0.000000  ,20.840000 ,63.660000 ,50.000000 ,0.000000  ,0.019799  ,9.203823  
