# lap_count, lap_success, laptime, completion, delay time, NA, aveTrackErr, Computation_time
1.000000  ,1.000000  ,29.660000 ,100.000000,0.000000  ,0.000000  ,0.028368  ,25.246006 
2.000000  ,1.000000  ,28.520000 ,100.000000,10.000000 ,0.000000  ,0.027041  ,26.687797 
3.000000  ,1.000000  ,28.480000 ,100.000000,20.000000 ,0.000000  ,0.028507  ,24.261730 
4.000000  ,0.000000  ,17.800000 ,61.990000 ,30.000000 ,0.000000  ,0.017338  ,15.087133 
5.000000  ,1.000000  ,29.840000 ,100.000000,40.000000 ,0.000000  ,0.027127  ,25.672426 
6.000000  ,1.000000  ,28.500000 ,100.000000,50.000000 ,0.000000  ,0.027605  ,24.769291 
7.000000  ,1.000000  ,28.520000 ,100.000000,60.000000 ,0.000000  ,0.027688  ,24.044580 
8.000000  ,1.000000  ,28.520000 ,100.000000,70.000000 ,0.000000  ,0.026399  ,26.787431 
9.000000  ,1.000000  ,28.560000 ,100.000000,80.000000 ,0.000000  ,0.027170  ,24.365222 
10.000000 ,1.000000  ,28.520000 ,100.000000,90.000000 ,0.000000  ,0.027542  ,25.497750 
