# lap_count, lap_success, laptime, completion, delay time, NA, aveTrackErr, Computation_time
1.000000  ,1.000000  ,28.860000 ,100.000000,0.000000  ,0.000000  ,0.015600  ,13.170582 
2.000000  ,1.000000  ,27.960000 ,100.000000,0.000000  ,0.000000  ,0.016399  ,14.214309 
3.000000  ,1.000000  ,27.960000 ,100.000000,0.000000  ,0.000000  ,0.015965  ,12.490604 
4.000000  ,1.000000  ,27.940000 ,100.000000,0.000000  ,0.000000  ,0.016441  ,13.098531 
5.000000  ,1.000000  ,27.980000 ,100.000000,0.000000  ,0.000000  ,0.015672  ,12.554024 
6.000000  ,1.000000  ,27.940000 ,100.000000,0.000000  ,0.000000  ,0.016398  ,12.604639 
7.000000  ,1.000000  ,27.940000 ,100.000000,0.000000  ,0.000000  ,0.016272  ,12.643790 
8.000000  ,1.000000  ,27.980000 ,100.000000,0.000000  ,0.000000  ,0.015553  ,12.295367 
9.000000  ,1.000000  ,27.960000 ,100.000000,0.000000  ,0.000000  ,0.016200  ,12.546794 
10.000000 ,1.000000  ,27.960000 ,100.000000,0.000000  ,0.000000  ,0.016359  ,12.264004 
11.000000 ,1.000000  ,27.980000 ,100.000000,10.000000 ,0.000000  ,0.015844  ,12.264042 
12.000000 ,1.000000  ,27.980000 ,100.000000,10.000000 ,0.000000  ,0.016241  ,12.992067 
13.000000 ,1.000000  ,27.980000 ,100.000000,10.000000 ,0.000000  ,0.016162  ,12.411263 
14.000000 ,1.000000  ,28.000000 ,100.000000,10.000000 ,0.000000  ,0.015644  ,12.501260 
15.000000 ,1.000000  ,28.000000 ,100.000000,10.000000 ,0.000000  ,0.015455  ,12.525401 
16.000000 ,1.000000  ,27.960000 ,100.000000,10.000000 ,0.000000  ,0.016019  ,12.329645 
17.000000 ,1.000000  ,27.980000 ,100.000000,10.000000 ,0.000000  ,0.016042  ,12.588333 
18.000000 ,1.000000  ,27.960000 ,100.000000,10.000000 ,0.000000  ,0.015972  ,13.167472 
19.000000 ,1.000000  ,27.980000 ,100.000000,10.000000 ,0.000000  ,0.015820  ,12.365879 
20.000000 ,1.000000  ,27.980000 ,100.000000,10.000000 ,0.000000  ,0.015450  ,12.467944 
21.000000 ,1.000000  ,28.300000 ,99.770000 ,20.000000 ,0.000000  ,0.018258  ,12.459026 
22.000000 ,1.000000  ,28.020000 ,100.000000,20.000000 ,0.000000  ,0.015811  ,12.678380 
23.000000 ,1.000000  ,28.080000 ,100.000000,20.000000 ,0.000000  ,0.014688  ,12.645352 
24.000000 ,1.000000  ,28.020000 ,100.000000,20.000000 ,0.000000  ,0.016091  ,13.018918 
25.000000 ,1.000000  ,27.960000 ,100.000000,20.000000 ,0.000000  ,0.016290  ,12.331788 
26.000000 ,1.000000  ,28.100000 ,100.000000,20.000000 ,0.000000  ,0.015933  ,12.249215 
27.000000 ,1.000000  ,27.980000 ,100.000000,20.000000 ,0.000000  ,0.015404  ,12.454767 
28.000000 ,1.000000  ,28.040000 ,99.770000 ,20.000000 ,0.000000  ,0.016432  ,12.433059 
29.000000 ,1.000000  ,28.020000 ,100.000000,20.000000 ,0.000000  ,0.016255  ,12.195446 
30.000000 ,0.000000  ,13.060000 ,43.750000 ,20.000000 ,0.000000  ,0.009322  ,6.109938  
31.000000 ,1.000000  ,31.260000 ,100.000000,30.000000 ,0.000000  ,0.038712  ,13.757034 
32.000000 ,0.000000  ,13.840000 ,44.100000 ,30.000000 ,0.000000  ,0.017881  ,6.417393  
33.000000 ,1.000000  ,30.740000 ,100.000000,30.000000 ,0.000000  ,0.034710  ,13.480872 
34.000000 ,0.000000  ,7.100000  ,28.240000 ,30.000000 ,0.000000  ,0.004480  ,3.471170  
35.000000 ,0.000000  ,13.760000 ,43.750000 ,30.000000 ,0.000000  ,0.007935  ,6.480671  
36.000000 ,0.000000  ,14.600000 ,43.750000 ,30.000000 ,0.000000  ,0.016996  ,6.749130  
37.000000 ,1.000000  ,30.580000 ,100.000000,30.000000 ,0.000000  ,0.034964  ,13.543480 
38.000000 ,0.000000  ,13.260000 ,44.210000 ,30.000000 ,0.000000  ,0.009264  ,6.232173  
39.000000 ,1.000000  ,30.960000 ,99.770000 ,30.000000 ,0.000000  ,0.032391  ,13.779665 
40.000000 ,0.000000  ,27.740000 ,91.780000 ,30.000000 ,0.000000  ,0.029074  ,12.349870 
41.000000 ,0.000000  ,10.140000 ,34.840000 ,40.000000 ,0.000000  ,0.011438  ,4.693009  
42.000000 ,0.000000  ,8.000000  ,28.240000 ,40.000000 ,0.000000  ,0.004618  ,3.919875  
43.000000 ,0.000000  ,8.200000  ,28.360000 ,40.000000 ,0.000000  ,0.006678  ,4.024542  
44.000000 ,0.000000  ,16.980000 ,46.760000 ,40.000000 ,0.000000  ,0.037901  ,7.808653  
45.000000 ,0.000000  ,10.420000 ,34.950000 ,40.000000 ,0.000000  ,0.012775  ,4.824419  
46.000000 ,0.000000  ,7.920000  ,28.120000 ,40.000000 ,0.000000  ,0.003522  ,3.835819  
47.000000 ,0.000000  ,7.980000  ,28.120000 ,40.000000 ,0.000000  ,0.004092  ,3.854792  
48.000000 ,0.000000  ,7.880000  ,28.010000 ,40.000000 ,0.000000  ,0.004382  ,3.834552  
49.000000 ,0.000000  ,16.700000 ,46.530000 ,40.000000 ,0.000000  ,0.036508  ,7.867472  
50.000000 ,0.000000  ,7.860000  ,27.780000 ,40.000000 ,0.000000  ,0.004399  ,3.843803  
51.000000 ,0.000000  ,3.680000  ,11.110000 ,50.000000 ,0.000000  ,0.003518  ,1.741208  
52.000000 ,0.000000  ,6.700000  ,24.190000 ,50.000000 ,0.000000  ,0.006811  ,3.343843  
53.000000 ,0.000000  ,9.020000  ,27.780000 ,50.000000 ,0.000000  ,0.015143  ,4.425552  
54.000000 ,0.000000  ,6.520000  ,23.840000 ,50.000000 ,0.000000  ,0.006583  ,3.186982  
55.000000 ,0.000000  ,3.540000  ,10.880000 ,50.000000 ,0.000000  ,0.003006  ,1.638227  
56.000000 ,0.000000  ,6.480000  ,23.500000 ,50.000000 ,0.000000  ,0.006937  ,3.160715  
57.000000 ,0.000000  ,8.260000  ,26.160000 ,50.000000 ,0.000000  ,0.011719  ,4.052871  
58.000000 ,0.000000  ,6.580000  ,23.730000 ,50.000000 ,0.000000  ,0.007077  ,3.265559  
59.000000 ,0.000000  ,3.620000  ,11.000000 ,50.000000 ,0.000000  ,0.003361  ,1.707375  
60.000000 ,0.000000  ,6.480000  ,23.500000 ,50.000000 ,0.000000  ,0.007549  ,3.204202  
61.000000 ,0.000000  ,5.780000  ,19.790000 ,60.000000 ,0.000000  ,0.011627  ,2.874997  
