# lap_count, lap_success, laptime, completion, noise_scale, max_noise(m), aveTrackErr, Computation_time
1.000000  ,1.000000  ,28.860000 ,100.000000,0.000000  ,-0.000000 ,0.015600  ,13.009079 
2.000000  ,1.000000  ,27.960000 ,100.000000,0.000000  ,-0.000000 ,0.016390  ,14.012436 
3.000000  ,1.000000  ,27.960000 ,100.000000,0.000000  ,-0.000000 ,0.015962  ,12.429540 
4.000000  ,1.000000  ,27.940000 ,100.000000,0.000000  ,-0.000000 ,0.016418  ,13.077289 
5.000000  ,1.000000  ,27.980000 ,100.000000,0.000000  ,-0.000000 ,0.015664  ,12.516668 
6.000000  ,1.000000  ,27.940000 ,100.000000,0.000000  ,0.000000  ,0.016374  ,12.536695 
7.000000  ,1.000000  ,27.940000 ,100.000000,0.000000  ,-0.000000 ,0.016263  ,12.473914 
8.000000  ,1.000000  ,27.980000 ,100.000000,0.000000  ,0.000000  ,0.015542  ,12.160286 
9.000000  ,1.000000  ,27.960000 ,100.000000,0.000000  ,0.000000  ,0.016194  ,12.372080 
10.000000 ,1.000000  ,27.960000 ,100.000000,0.000000  ,0.000000  ,0.016350  ,12.193578 
11.000000 ,1.000000  ,27.960000 ,100.000000,0.020000  ,-0.000000 ,0.016087  ,12.420833 
12.000000 ,1.000000  ,27.940000 ,100.000000,0.020000  ,0.012600  ,0.016572  ,12.242981 
13.000000 ,1.000000  ,27.940000 ,100.000000,0.020000  ,0.013561  ,0.016116  ,12.311783 
14.000000 ,1.000000  ,27.960000 ,100.000000,0.020000  ,0.013010  ,0.016324  ,12.407362 
15.000000 ,1.000000  ,27.940000 ,99.770000 ,0.020000  ,0.013917  ,0.016174  ,12.322310 
16.000000 ,1.000000  ,27.960000 ,100.000000,0.020000  ,0.012105  ,0.016163  ,12.977291 
17.000000 ,1.000000  ,27.960000 ,100.000000,0.020000  ,0.012936  ,0.016322  ,12.947969 
18.000000 ,1.000000  ,27.960000 ,100.000000,0.020000  ,0.013034  ,0.016114  ,12.803988 
19.000000 ,1.000000  ,27.960000 ,100.000000,0.020000  ,0.014998  ,0.016359  ,12.222346 
20.000000 ,1.000000  ,27.940000 ,100.000000,0.020000  ,0.013110  ,0.016556  ,12.217872 
21.000000 ,1.000000  ,27.960000 ,100.000000,0.040000  ,0.011899  ,0.016534  ,12.297548 
22.000000 ,1.000000  ,28.000000 ,100.000000,0.040000  ,0.024238  ,0.015439  ,13.017022 
