# lap_count, lap_success, laptime, completion, delay time, NA, aveTrackErr, Computation_time
1.000000  ,1.000000  ,37.580000 ,100.000000,0.000000  ,0.000000  ,0.033897  ,29.206058 
2.000000  ,1.000000  ,36.760000 ,100.000000,10.000000 ,0.000000  ,0.034179  ,28.727788 
3.000000  ,1.000000  ,36.760000 ,100.000000,20.000000 ,0.000000  ,0.033174  ,28.643718 
4.000000  ,1.000000  ,36.760000 ,100.000000,30.000000 ,0.000000  ,0.033951  ,28.725461 
5.000000  ,1.000000  ,36.760000 ,100.000000,40.000000 ,0.000000  ,0.034179  ,28.736810 
6.000000  ,1.000000  ,36.780000 ,100.000000,50.000000 ,0.000000  ,0.033720  ,28.817920 
7.000000  ,1.000000  ,36.760000 ,100.000000,60.000000 ,0.000000  ,0.032743  ,28.793474 
8.000000  ,1.000000  ,36.760000 ,100.000000,70.000000 ,0.000000  ,0.032820  ,28.762962 
9.000000  ,1.000000  ,36.760000 ,100.000000,80.000000 ,0.000000  ,0.033611  ,28.710686 
10.000000 ,1.000000  ,36.740000 ,100.000000,90.000000 ,0.000000  ,0.032598  ,28.766567 
