# lap_count, lap_success, laptime, completion, delay time, NA, aveTrackErr, Computation_time
1.000000  ,1.000000  ,37.520000 ,100.000000,0.000000  ,0.000000  ,0.017350  ,15.746722 
2.000000  ,1.000000  ,36.760000 ,100.000000,0.000000  ,0.000000  ,0.017370  ,15.525520 
3.000000  ,1.000000  ,36.760000 ,100.000000,0.000000  ,0.000000  ,0.017172  ,15.484689 
4.000000  ,1.000000  ,36.760000 ,100.000000,0.000000  ,0.000000  ,0.017484  ,15.539279 
5.000000  ,1.000000  ,36.780000 ,100.000000,0.000000  ,0.000000  ,0.017299  ,15.442010 
6.000000  ,1.000000  ,36.760000 ,100.000000,0.000000  ,0.000000  ,0.016864  ,15.542673 
7.000000  ,1.000000  ,36.760000 ,100.000000,0.000000  ,0.000000  ,0.017405  ,15.429578 
8.000000  ,1.000000  ,36.780000 ,100.000000,0.000000  ,0.000000  ,0.016682  ,15.420599 
9.000000  ,1.000000  ,36.780000 ,100.000000,0.000000  ,0.000000  ,0.017000  ,15.450538 
10.000000 ,1.000000  ,36.740000 ,100.000000,0.000000  ,0.000000  ,0.017080  ,15.525573 
11.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016589  ,15.555762 
12.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016208  ,15.493245 
13.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016888  ,15.470996 
14.000000 ,1.000000  ,36.760000 ,100.000000,10.000000 ,0.000000  ,0.016577  ,15.594709 
15.000000 ,1.000000  ,36.760000 ,100.000000,10.000000 ,0.000000  ,0.016817  ,15.520868 
16.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016867  ,15.541240 
17.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016816  ,15.565587 
18.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016676  ,15.547997 
19.000000 ,1.000000  ,36.760000 ,100.000000,10.000000 ,0.000000  ,0.016865  ,15.430292 
20.000000 ,1.000000  ,36.780000 ,100.000000,10.000000 ,0.000000  ,0.016840  ,15.466382 
21.000000 ,1.000000  ,36.800000 ,100.000000,20.000000 ,0.000000  ,0.016469  ,15.477474 
22.000000 ,1.000000  ,36.820000 ,100.000000,20.000000 ,0.000000  ,0.017089  ,15.423848 
23.000000 ,1.000000  ,36.820000 ,100.000000,20.000000 ,0.000000  ,0.015950  ,15.493909 
24.000000 ,1.000000  ,36.820000 ,100.000000,20.000000 ,0.000000  ,0.016178  ,15.445677 
25.000000 ,1.000000  ,36.780000 ,100.000000,20.000000 ,0.000000  ,0.016038  ,15.377554 
26.000000 ,1.000000  ,36.860000 ,100.000000,20.000000 ,0.000000  ,0.016247  ,15.525941 
27.000000 ,1.000000  ,36.800000 ,100.000000,20.000000 ,0.000000  ,0.016402  ,15.495653 
28.000000 ,1.000000  ,36.820000 ,100.000000,20.000000 ,0.000000  ,0.016018  ,15.499221 
29.000000 ,1.000000  ,36.780000 ,100.000000,20.000000 ,0.000000  ,0.016348  ,15.604438 
30.000000 ,1.000000  ,36.800000 ,100.000000,20.000000 ,0.000000  ,0.016272  ,15.430665 
31.000000 ,1.000000  ,37.000000 ,100.000000,30.000000 ,0.000000  ,0.016619  ,15.428876 
32.000000 ,1.000000  ,36.840000 ,100.000000,30.000000 ,0.000000  ,0.015978  ,15.386953 
33.000000 ,1.000000  ,36.860000 ,100.000000,30.000000 ,0.000000  ,0.015772  ,15.318485 
34.000000 ,0.000000  ,14.500000 ,38.810000 ,30.000000 ,0.000000  ,0.007886  ,5.958373  
35.000000 ,1.000000  ,37.720000 ,100.000000,30.000000 ,0.000000  ,0.016521  ,15.925754 
36.000000 ,1.000000  ,36.980000 ,100.000000,30.000000 ,0.000000  ,0.017459  ,15.463126 
37.000000 ,1.000000  ,36.940000 ,100.000000,30.000000 ,0.000000  ,0.016657  ,15.438990 
38.000000 ,0.000000  ,14.580000 ,38.810000 ,30.000000 ,0.000000  ,0.008049  ,6.003958  
39.000000 ,1.000000  ,37.700000 ,100.000000,30.000000 ,0.000000  ,0.016346  ,15.985176 
40.000000 ,1.000000  ,36.840000 ,100.000000,30.000000 ,0.000000  ,0.016408  ,15.457143 
41.000000 ,0.000000  ,25.140000 ,68.420000 ,40.000000 ,0.000000  ,0.011930  ,10.316115 
42.000000 ,1.000000  ,37.880000 ,100.000000,40.000000 ,0.000000  ,0.017626  ,15.853656 
43.000000 ,0.000000  ,14.620000 ,38.980000 ,40.000000 ,0.000000  ,0.007812  ,6.119666  
44.000000 ,0.000000  ,15.360000 ,38.900000 ,40.000000 ,0.000000  ,0.008593  ,6.434271  
